0.00034	0.000538	0.000818	0.001195	0.001677	0.002262	0.002931	0.00365	0.004367	0.005021	0.005547	0.005889	0.006007	0.005889	0.005547	0.005021	0.004367	0.00365	0.002931	0.002262	0.001677	0.001195	0.000818	0.000538	0.00034
0.000361	0.000572	0.000869	0.001269	0.001781	0.002401	0.003112	0.003874	0.004636	0.00533	0.005889	0.006251	0.006377	0.006251	0.005889	0.00533	0.004636	0.003874	0.003112	0.002401	0.001781	0.001269	0.000869	0.000572	0.000361
0.000369	0.000583	0.000886	0.001294	0.001816	0.00245	0.003174	0.003952	0.004729	0.005437	0.006007	0.006377	0.006506	0.006377	0.006007	0.005437	0.004729	0.003952	0.003174	0.00245	0.001816	0.001294	0.000886	0.000583	0.000369
0.000361	0.000572	0.000869	0.001269	0.001781	0.002401	0.003112	0.003874	0.004636	0.00533	0.005889	0.006251	0.006377	0.006251	0.005889	0.00533	0.004636	0.003874	0.003112	0.002401	0.001781	0.001269	0.000869	0.000572	0.000361
0.00034	0.000538	0.000818	0.001195	0.001677	0.002262	0.002931	0.00365	0.004367	0.005021	0.005547	0.005889	0.006007	0.005889	0.005547	0.005021	0.004367	0.00365	0.002931	0.002262	0.001677	0.001195	0.000818	0.000538	0.00034
0.000308	0.000487	0.000741	0.001082	0.001518	0.002047	0.002653	0.003303	0.003952	0.004544	0.005021	0.00533	0.005437	0.00533	0.005021	0.004544	0.003952	0.003303	0.002653	0.002047	0.001518	0.001082	0.000741	0.000487	0.000308
0.000268	0.000424	0.000644	0.000941	0.00132	0.001781	0.002307	0.002873	0.003438	0.003952	0.004367	0.004636	0.004729	0.004636	0.004367	0.003952	0.003438	0.002873	0.002307	0.001781	0.00132	0.000941	0.000644	0.000424	0.000268
0.000224	0.000354	0.000538	0.000786	0.001104	0.001488	0.001928	0.002401	0.002873	0.003303	0.00365	0.003874	0.003952	0.003874	0.00365	0.003303	0.002873	0.002401	0.001928	0.001488	0.001104	0.000786	0.000538	0.000354	0.000224
0.00018	0.000285	0.000432	0.000632	0.000886	0.001195	0.001549	0.001928	0.002307	0.002653	0.002931	0.003112	0.003174	0.003112	0.002931	0.002653	0.002307	0.001928	0.001549	0.001195	0.000886	0.000632	0.000432	0.000285	0.00018
0.000139	0.00022	0.000334	0.000487	0.000684	0.000922	0.001195	0.001488	0.001781	0.002047	0.002262	0.002401	0.00245	0.002401	0.002262	0.002047	0.001781	0.001488	0.001195	0.000922	0.000684	0.000487	0.000334	0.00022	0.000139
0.000103	0.000163	0.000247	0.000361	0.000507	0.000684	0.000886	0.001104	0.00132	0.001518	0.001677	0.001781	0.001816	0.001781	0.001677	0.001518	0.00132	0.001104	0.000886	0.000684	0.000507	0.000361	0.000247	0.000163	0.000103
0.000073	0.000116	0.000176	0.000258	0.000361	0.000487	0.000632	0.000786	0.000941	0.001082	0.001195	0.001269	0.001294	0.001269	0.001195	0.001082	0.000941	0.000786	0.000632	0.000487	0.000361	0.000258	0.000176	0.000116	0.000073
0.00005	0.000079	0.000121	0.000176	0.000247	0.000334	0.000432	0.000538	0.000644	0.000741	0.000818	0.000869	0.000886	0.000869	0.000818	0.000741	0.000644	0.000538	0.000432	0.000334	0.000247	0.000176	0.000121	0.000079	0.00005
0.000033	0.000052	0.000079	0.000116	0.000163	0.00022	0.000285	0.000354	0.000424	0.000487	0.000538	0.000572	0.000583	0.000572	0.000538	0.000487	0.000424	0.000354	0.000285	0.00022	0.000163	0.000116	0.000079	0.000052	0.000033
0.000021	0.000033	0.00005	0.000073	0.000103	0.000139	0.00018	0.000224	0.000268	0.000308	0.00034	0.000361	0.000369	0.000361	0.00034	0.000308	0.000268	0.000224	0.00018	0.000139	0.000103	0.000073	0.00005	0.000033	0.000021
